turn,pct_explored,novelty_score
0,1.0309278350515463,1.0
1,4.123711340206185,1.0
2,7.216494845360824,0.75
3,10.309278350515463,0.6
4,13.402061855670103,0.5
5,14.432989690721648,0.16666666666666666
6,17.525773195876287,0.375
7,19.587628865979383,0.3333333333333333
8,21.649484536082475,0.25
9,23.711340206185564,0.25
10,25.773195876288657,0.25
11,26.804123711340207,0.1111111111111111
12,28.865979381443296,0.2222222222222222
13,30.927835051546392,0.2222222222222222
14,31.958762886597935,0.1
15,31.958762886597935,0.0
16,32.98969072164948,0.1111111111111111
17,34.02061855670103,0.1111111111111111
18,35.051546391752574,0.125
19,36.08247422680412,0.1
20,37.11340206185567,0.1
21,38.144329896907216,0.125
22,38.144329896907216,0.0
23,38.144329896907216,0.0
24,38.144329896907216,0.0
25,38.144329896907216,0.0
26,38.144329896907216,0.0
27,38.144329896907216,0.0
28,39.175257731958766,0.1
29,39.175257731958766,0.0
30,39.175257731958766,0.0
31,39.175257731958766,0.0
32,39.175257731958766,0.0
33,39.175257731958766,0.0
34,40.20618556701031,0.125
35,41.23711340206185,0.1
36,42.2680412371134,0.1111111111111111
37,43.29896907216495,0.1111111111111111
38,44.329896907216494,0.1
39,45.36082474226804,0.1111111111111111
40,46.391752577319586,0.1111111111111111
41,47.42268041237113,0.1
42,48.45360824742268,0.1
43,48.45360824742268,0.0
44,48.45360824742268,0.0
45,48.45360824742268,0.0
46,48.45360824742268,0.0
47,48.45360824742268,0.0
48,49.48453608247423,0.125
49,50.51546391752577,0.1111111111111111
50,50.51546391752577,0.0
51,51.546391752577314,0.1111111111111111
52,52.57731958762887,0.1111111111111111
53,53.608247422680414,0.1111111111111111
54,54.63917525773196,0.1
55,55.670103092783506,0.125
56,56.70103092783505,0.1111111111111111
57,57.73195876288659,0.1111111111111111
58,58.76288659793815,0.125
59,59.79381443298969,0.1111111111111111
60,60.824742268041234,0.1111111111111111
61,61.855670103092784,0.125
62,61.855670103092784,0.0
63,62.88659793814433,0.1111111111111111
64,62.88659793814433,0.0
65,62.88659793814433,0.0
66,62.88659793814433,0.0
67,63.91752577319587,0.125
68,64.94845360824742,0.1111111111111111
69,65.97938144329896,0.125
70,67.0103092783505,0.125
71,67.0103092783505,0.0
72,68.04123711340206,0.1111111111111111
73,69.0721649484536,0.1111111111111111
74,70.10309278350515,0.125
75,71.1340206185567,0.1
76,71.1340206185567,0.0
77,71.1340206185567,0.0
78,72.16494845360825,0.1111111111111111
79,73.19587628865979,0.1
80,74.22680412371135,0.1111111111111111
81,75.25773195876289,0.1
82,76.28865979381443,0.1111111111111111
83,76.28865979381443,0.0
84,76.28865979381443,0.0
85,76.28865979381443,0.0
86,76.28865979381443,0.0
87,76.28865979381443,0.0
88,76.28865979381443,0.0
89,77.31958762886599,0.1
90,78.35051546391753,0.1
91,79.38144329896907,0.1
92,79.38144329896907,0.0
93,80.41237113402062,0.1
94,81.44329896907216,0.1
95,82.4742268041237,0.1111111111111111
96,82.4742268041237,0.0
97,82.4742268041237,0.0
98,82.4742268041237,0.0
99,82.4742268041237,0.0
