turn,pct_explored
0,1.0309278350515463
1,4.123711340206185
2,6.185567010309279
3,9.278350515463918
4,12.371134020618557
5,15.463917525773196
6,17.525773195876287
7,20.618556701030926
8,22.68041237113402
9,24.742268041237114
10,25.773195876288657
11,26.804123711340207
12,28.865979381443296
13,29.896907216494846
14,30.927835051546392
15,31.958762886597935
16,31.958762886597935
17,32.98969072164948
18,34.02061855670103
19,35.051546391752574
20,36.08247422680412
21,37.11340206185567
22,38.144329896907216
23,38.144329896907216
24,38.144329896907216
25,38.144329896907216
26,38.144329896907216
27,38.144329896907216
28,38.144329896907216
29,40.20618556701031
30,41.23711340206185
31,42.2680412371134
32,43.29896907216495
33,44.329896907216494
34,45.36082474226804
35,46.391752577319586
36,47.42268041237113
37,48.45360824742268
38,48.45360824742268
39,48.45360824742268
40,48.45360824742268
41,48.45360824742268
42,48.45360824742268
43,49.48453608247423
44,50.51546391752577
45,50.51546391752577
46,52.57731958762887
47,54.63917525773196
48,56.70103092783505
49,57.73195876288659
50,59.79381443298969
51,60.824742268041234
52,61.855670103092784
53,62.88659793814433
54,63.91752577319587
55,64.94845360824742
56,65.97938144329896
57,65.97938144329896
58,67.0103092783505
59,67.0103092783505
60,67.0103092783505
61,67.0103092783505
62,68.04123711340206
63,69.0721649484536
64,70.10309278350515
65,71.1340206185567
66,71.1340206185567
67,72.16494845360825
68,73.19587628865979
69,74.22680412371135
70,75.25773195876289
71,75.25773195876289
72,75.25773195876289
73,76.28865979381443
74,77.31958762886599
75,78.35051546391753
76,79.38144329896907
77,80.41237113402062
78,80.41237113402062
79,80.41237113402062
80,80.41237113402062
81,80.41237113402062
82,80.41237113402062
83,80.41237113402062
84,80.41237113402062
85,80.41237113402062
86,80.41237113402062
87,80.41237113402062
88,80.41237113402062
89,81.44329896907216
90,82.4742268041237
91,82.4742268041237
92,82.4742268041237
93,82.4742268041237
94,82.4742268041237
95,82.4742268041237
96,82.4742268041237
97,82.4742268041237
98,82.4742268041237
99,82.4742268041237
