turn,pct_nodes_explored,pct_links_explored,node_novelty_score,link_novelty_score
0,1.0309278350515463,0.8403361344537815,1.0,1.0
1,3.0927835051546393,1.680672268907563,1.0,0.5
2,5.154639175257731,3.361344537815126,0.6666666666666666,0.5
3,7.216494845360824,5.042016806722689,0.5,0.4
4,9.278350515463918,6.722689075630252,0.4,0.3333333333333333
5,11.34020618556701,8.403361344537815,0.3333333333333333,0.3333333333333333
6,13.402061855670103,10.084033613445378,0.2857142857142857,0.25
7,15.463917525773196,11.76470588235294,0.25,0.25
8,16.49484536082474,12.605042016806722,0.14285714285714285,0.1111111111111111
9,18.556701030927837,14.285714285714285,0.2222222222222222,0.2222222222222222
10,20.618556701030926,15.966386554621847,0.25,0.2222222222222222
11,22.68041237113402,17.647058823529413,0.2,0.2
12,23.711340206185564,19.327731092436977,0.1111111111111111,0.2
13,24.742268041237114,20.168067226890756,0.1,0.1111111111111111
14,26.804123711340207,21.84873949579832,0.2222222222222222,0.2
15,26.804123711340207,22.689075630252102,0.0,0.1111111111111111
16,26.804123711340207,22.689075630252102,0.0,0.0
17,26.804123711340207,22.689075630252102,0.0,0.0
18,28.865979381443296,25.210084033613445,0.2222222222222222,0.3333333333333333
19,30.927835051546392,26.89075630252101,0.2,0.2222222222222222
20,32.98969072164948,28.57142857142857,0.2222222222222222,0.2
21,34.02061855670103,29.411764705882355,0.1,0.1
22,35.051546391752574,30.252100840336134,0.1,0.1
23,37.11340206185567,32.773109243697476,0.2222222222222222,0.3
24,38.144329896907216,33.61344537815126,0.125,0.1
25,39.175257731958766,34.45378151260504,0.1111111111111111,0.1111111111111111
26,40.20618556701031,35.294117647058826,0.1,0.1
27,41.23711340206185,36.134453781512605,0.125,0.1
28,42.2680412371134,36.97478991596639,0.1111111111111111,0.1
29,44.329896907216494,38.655462184873954,0.2,0.2
30,46.391752577319586,40.33613445378151,0.2,0.2222222222222222
31,48.45360824742268,42.016806722689076,0.2222222222222222,0.2222222222222222
32,49.48453608247423,42.857142857142854,0.1,0.1
33,50.51546391752577,44.537815126050425,0.1111111111111111,0.2
34,50.51546391752577,45.378151260504204,0.0,0.1
35,50.51546391752577,45.378151260504204,0.0,0.0
36,51.546391752577314,46.21848739495798,0.1111111111111111,0.1
37,54.63917525773196,48.739495798319325,0.3,0.3
38,55.670103092783506,49.57983193277311,0.1111111111111111,0.1
39,56.70103092783505,51.26050420168067,0.1111111111111111,0.2
40,57.73195876288659,52.10084033613446,0.1,0.1
41,57.73195876288659,52.10084033613446,0.0,0.0
42,58.76288659793815,53.78151260504202,0.1111111111111111,0.2222222222222222
43,59.79381443298969,54.621848739495796,0.1,0.1111111111111111
44,60.824742268041234,55.46218487394958,0.1111111111111111,0.1
45,61.855670103092784,56.30252100840336,0.1111111111111111,0.1
46,61.855670103092784,56.30252100840336,0.0,0.0
47,61.855670103092784,56.30252100840336,0.0,0.0
48,62.88659793814433,57.14285714285714,0.1,0.1
49,63.91752577319587,57.98319327731093,0.1111111111111111,0.1
50,65.97938144329896,59.66386554621849,0.2,0.2222222222222222
51,67.0103092783505,61.34453781512605,0.1,0.2
52,68.04123711340206,62.18487394957983,0.1111111111111111,0.1
53,68.04123711340206,63.02521008403361,0.0,0.1
54,68.04123711340206,63.02521008403361,0.0,0.0
55,68.04123711340206,63.86554621848739,0.0,0.1
56,68.04123711340206,64.70588235294117,0.0,0.1
57,68.04123711340206,64.70588235294117,0.0,0.0
58,68.04123711340206,64.70588235294117,0.0,0.0
59,68.04123711340206,64.70588235294117,0.0,0.0
60,68.04123711340206,64.70588235294117,0.0,0.0
61,68.04123711340206,64.70588235294117,0.0,0.0
62,68.04123711340206,64.70588235294117,0.0,0.0
63,69.0721649484536,65.54621848739495,0.1111111111111111,0.1
64,71.1340206185567,67.22689075630252,0.2,0.2
65,73.19587628865979,68.90756302521008,0.2,0.2
66,73.19587628865979,68.90756302521008,0.0,0.0
67,74.22680412371135,69.74789915966386,0.1,0.1
68,75.25773195876289,70.58823529411765,0.1,0.1
69,76.28865979381443,71.42857142857143,0.1111111111111111,0.1
70,77.31958762886599,72.26890756302521,0.1111111111111111,0.1
71,78.35051546391753,73.10924369747899,0.1,0.1
72,78.35051546391753,73.10924369747899,0.0,0.0
73,79.38144329896907,73.94957983193278,0.1,0.1
74,80.41237113402062,74.78991596638656,0.1,0.1111111111111111
75,81.44329896907216,75.63025210084034,0.1,0.1
76,82.4742268041237,76.47058823529412,0.1,0.1111111111111111
77,83.50515463917526,78.15126050420169,0.125,0.2222222222222222
78,83.50515463917526,78.15126050420169,0.0,0.0
79,83.50515463917526,78.15126050420169,0.0,0.0
80,83.50515463917526,79.83193277310924,0.0,0.2222222222222222
81,83.50515463917526,79.83193277310924,0.0,0.0
82,83.50515463917526,79.83193277310924,0.0,0.0
83,83.50515463917526,79.83193277310924,0.0,0.0
84,83.50515463917526,79.83193277310924,0.0,0.0
85,83.50515463917526,79.83193277310924,0.0,0.0
86,83.50515463917526,79.83193277310924,0.0,0.0
87,83.50515463917526,79.83193277310924,0.0,0.0
88,83.50515463917526,79.83193277310924,0.0,0.0
89,83.50515463917526,79.83193277310924,0.0,0.0
90,83.50515463917526,79.83193277310924,0.0,0.0
91,83.50515463917526,79.83193277310924,0.0,0.0
92,83.50515463917526,79.83193277310924,0.0,0.0
93,83.50515463917526,79.83193277310924,0.0,0.0
94,83.50515463917526,79.83193277310924,0.0,0.0
95,83.50515463917526,79.83193277310924,0.0,0.0
96,83.50515463917526,79.83193277310924,0.0,0.0
97,83.50515463917526,79.83193277310924,0.0,0.0
98,83.50515463917526,79.83193277310924,0.0,0.0
99,83.50515463917526,79.83193277310924,0.0,0.0
100,83.50515463917526,79.83193277310924,0.0,0.0
101,83.50515463917526,79.83193277310924,0.0,0.0
102,83.50515463917526,79.83193277310924,0.0,0.0
103,83.50515463917526,79.83193277310924,0.0,0.0
104,83.50515463917526,79.83193277310924,0.0,0.0
105,83.50515463917526,79.83193277310924,0.0,0.0
106,83.50515463917526,79.83193277310924,0.0,0.0
107,83.50515463917526,79.83193277310924,0.0,0.0
108,83.50515463917526,79.83193277310924,0.0,0.0
109,83.50515463917526,79.83193277310924,0.0,0.0
110,83.50515463917526,79.83193277310924,0.0,0.0
111,83.50515463917526,79.83193277310924,0.0,0.0
112,83.50515463917526,79.83193277310924,0.0,0.0
113,83.50515463917526,79.83193277310924,0.0,0.0
114,83.50515463917526,79.83193277310924,0.0,0.0
115,83.50515463917526,79.83193277310924,0.0,0.0
116,83.50515463917526,79.83193277310924,0.0,0.0
117,83.50515463917526,79.83193277310924,0.0,0.0
118,83.50515463917526,79.83193277310924,0.0,0.0
119,83.50515463917526,80.67226890756302,0.0,0.1
120,84.5360824742268,81.5126050420168,0.1111111111111111,0.1
121,86.5979381443299,83.19327731092437,0.2222222222222222,0.2
122,86.5979381443299,84.03361344537815,0.0,0.1111111111111111
123,87.62886597938144,84.87394957983193,0.125,0.1
124,88.65979381443299,85.71428571428571,0.1,0.1
125,89.69072164948454,86.5546218487395,0.1111111111111111,0.1
126,90.72164948453609,87.39495798319328,0.1,0.1
127,91.75257731958763,88.23529411764706,0.1,0.1
128,92.78350515463917,89.07563025210085,0.1111111111111111,0.1111111111111111
129,92.78350515463917,89.91596638655463,0.0,0.1
130,92.78350515463917,89.91596638655463,0.0,0.0
131,92.78350515463917,90.75630252100841,0.0,0.1
132,93.81443298969072,91.59663865546219,0.1,0.1
133,93.81443298969072,92.43697478991596,0.0,0.1
134,93.81443298969072,92.43697478991596,0.0,0.0
135,93.81443298969072,92.43697478991596,0.0,0.0
136,93.81443298969072,92.43697478991596,0.0,0.0
137,94.84536082474226,93.27731092436974,0.1,0.1
138,95.87628865979381,94.11764705882352,0.125,0.1111111111111111
139,96.90721649484536,94.9579831932773,0.1,0.1
140,97.9381443298969,95.7983193277311,0.1,0.1111111111111111
141,97.9381443298969,96.63865546218487,0.0,0.1
142,97.9381443298969,96.63865546218487,0.0,0.0
143,97.9381443298969,96.63865546218487,0.0,0.0
144,97.9381443298969,96.63865546218487,0.0,0.0
145,97.9381443298969,97.47899159663865,0.0,0.1
146,97.9381443298969,97.47899159663865,0.0,0.0
147,97.9381443298969,97.47899159663865,0.0,0.0
148,97.9381443298969,98.31932773109243,0.0,0.1
149,97.9381443298969,98.31932773109243,0.0,0.0
150,97.9381443298969,98.31932773109243,0.0,0.0
151,97.9381443298969,98.31932773109243,0.0,0.0
152,98.96907216494846,99.15966386554622,0.1111111111111111,0.1
153,100.0,100.0,0.1,0.1
