turn,pct_explored,pct_nodes_explored,pct_links_explored,node_novelty_score,link_novelty_score
0,,1.0309278350515463,0.8403361344537815,1.0,1.0
1,,3.0927835051546393,1.680672268907563,1.0,0.5
2,,5.154639175257731,3.361344537815126,0.6666666666666666,0.5
3,,7.216494845360824,5.042016806722689,0.5,0.4
4,,9.278350515463918,6.722689075630252,0.4,0.3333333333333333
5,,11.34020618556701,9.243697478991598,0.25,0.375
6,,12.371134020618557,10.92436974789916,0.14285714285714285,0.25
7,,15.463917525773196,13.445378151260504,0.375,0.3333333333333333
8,,18.556701030927837,16.80672268907563,0.3333333333333333,0.4
9,,21.649484536082475,19.327731092436977,0.3,0.3333333333333333
10,,24.742268041237114,21.84873949579832,0.3,0.3333333333333333
11,,26.804123711340207,24.369747899159663,0.2222222222222222,0.3
12,,26.804123711340207,26.89075630252101,0.0,0.3
13,,26.804123711340207,26.89075630252101,0.0,0.0
14,,26.804123711340207,26.89075630252101,0.0,0.0
15,,27.835051546391753,27.73109243697479,0.1,0.1
16,,28.865979381443296,29.411764705882355,0.14285714285714285,0.2
17,,29.896907216494846,30.252100840336134,0.1,0.1111111111111111
18,,30.927835051546392,31.092436974789916,0.1111111111111111,0.1
19,,30.927835051546392,31.932773109243694,0.0,0.1
20,,31.958762886597935,32.773109243697476,0.1,0.1111111111111111
21,,32.98969072164948,33.61344537815126,0.1111111111111111,0.1111111111111111
22,,34.02061855670103,34.45378151260504,0.14285714285714285,0.1
23,,35.051546391752574,35.294117647058826,0.1111111111111111,0.1
24,,36.08247422680412,36.134453781512605,0.125,0.1
25,,38.144329896907216,37.81512605042017,0.2,0.2222222222222222
26,,40.20618556701031,39.49579831932773,0.2222222222222222,0.2
27,,42.2680412371134,41.17647058823529,0.2,0.2
28,,43.29896907216495,42.857142857142854,0.125,0.2
29,,44.329896907216494,43.69747899159664,0.1,0.1111111111111111
30,,44.329896907216494,43.69747899159664,0.0,0.0
31,,44.329896907216494,43.69747899159664,0.0,0.0
32,,46.391752577319586,45.378151260504204,0.2,0.2
33,,48.45360824742268,47.05882352941176,0.2,0.2
34,,49.48453608247423,48.739495798319325,0.1111111111111111,0.2
35,,50.51546391752577,49.57983193277311,0.1,0.1111111111111111
36,,50.51546391752577,49.57983193277311,0.0,0.0
37,,51.546391752577314,50.42016806722689,0.1111111111111111,0.1111111111111111
38,,51.546391752577314,51.26050420168067,0.0,0.1
39,,51.546391752577314,51.26050420168067,0.0,0.0
40,,52.57731958762887,52.10084033613446,0.1,0.1
41,,53.608247422680414,53.78151260504202,0.1,0.2
42,,53.608247422680414,53.78151260504202,0.0,0.0
43,,53.608247422680414,53.78151260504202,0.0,0.0
44,,54.63917525773196,54.621848739495796,0.1111111111111111,0.1
45,,55.670103092783506,55.46218487394958,0.125,0.1111111111111111
46,,56.70103092783505,57.14285714285714,0.1111111111111111,0.2
47,,58.76288659793815,58.82352941176471,0.2,0.2
48,,61.855670103092784,61.34453781512605,0.3333333333333333,0.3
49,,63.91752577319587,63.86554621848739,0.25,0.3333333333333333
50,,64.94845360824742,64.70588235294117,0.1111111111111111,0.1
51,,64.94845360824742,65.54621848739495,0.0,0.1
52,,65.97938144329896,66.38655462184873,0.1,0.1
53,,67.0103092783505,67.22689075630252,0.1,0.1111111111111111
54,,69.0721649484536,68.90756302521008,0.2222222222222222,0.2
55,,71.1340206185567,70.58823529411765,0.2,0.2222222222222222
56,,72.16494845360825,72.26890756302521,0.1,0.2
57,,72.16494845360825,72.26890756302521,0.0,0.0
58,,72.16494845360825,72.26890756302521,0.0,0.0
59,,73.19587628865979,73.94957983193278,0.1,0.2
60,,74.22680412371135,74.78991596638656,0.1,0.1
61,,75.25773195876289,76.47058823529412,0.1,0.2
62,,75.25773195876289,77.31092436974791,0.0,0.1
63,,75.25773195876289,77.31092436974791,0.0,0.0
64,,76.28865979381443,78.15126050420169,0.1,0.1111111111111111
65,,76.28865979381443,78.15126050420169,0.0,0.0
66,,76.28865979381443,78.15126050420169,0.0,0.0
67,,76.28865979381443,78.15126050420169,0.0,0.0
68,,76.28865979381443,78.15126050420169,0.0,0.0
69,,76.28865979381443,78.15126050420169,0.0,0.0
70,,76.28865979381443,78.15126050420169,0.0,0.0
71,,76.28865979381443,78.15126050420169,0.0,0.0
72,,76.28865979381443,78.15126050420169,0.0,0.0
73,,76.28865979381443,78.15126050420169,0.0,0.0
74,,76.28865979381443,78.15126050420169,0.0,0.0
75,,76.28865979381443,78.15126050420169,0.0,0.0
76,,76.28865979381443,78.15126050420169,0.0,0.0
77,,76.28865979381443,78.15126050420169,0.0,0.0
78,,76.28865979381443,78.15126050420169,0.0,0.0
79,,76.28865979381443,78.15126050420169,0.0,0.0
80,,77.31958762886599,78.99159663865547,0.1,0.1
81,,78.35051546391753,79.83193277310924,0.1111111111111111,0.1
82,,79.38144329896907,80.67226890756302,0.1,0.1
83,,80.41237113402062,81.5126050420168,0.1,0.1
84,,81.44329896907216,82.35294117647058,0.1,0.1111111111111111
85,,82.4742268041237,83.19327731092437,0.14285714285714285,0.1
86,,83.50515463917526,84.03361344537815,0.1111111111111111,0.1
87,,84.5360824742268,84.87394957983193,0.1,0.1
88,,84.5360824742268,84.87394957983193,0.0,0.0
89,,85.56701030927834,85.71428571428571,0.125,0.1
90,,85.56701030927834,85.71428571428571,0.0,0.0
91,,85.56701030927834,85.71428571428571,0.0,0.0
92,,85.56701030927834,85.71428571428571,0.0,0.0
93,,86.5979381443299,86.5546218487395,0.1,0.1
94,,87.62886597938144,87.39495798319328,0.1,0.1
95,,87.62886597938144,87.39495798319328,0.0,0.0
96,,88.65979381443299,88.23529411764706,0.1,0.1
97,,89.69072164948454,89.07563025210085,0.1,0.1111111111111111
98,,90.72164948453609,89.91596638655463,0.1,0.1
99,,91.75257731958763,90.75630252100841,0.125,0.1
