turn,pct_nodes_explored,pct_links_explored,node_novelty_score,link_novelty_score,abs_nodes_explored,abs_links_explored
0,0.19607843137254902,0.17889087656529518,1.0,1.0,1,1
1,0.5882352941176471,0.35778175313059035,1.0,0.5,3,2
2,0.7843137254901961,0.5366726296958855,0.5,0.3333333333333333,4,3
3,0.9803921568627451,0.7155635062611807,0.3333333333333333,0.25,5,4
4,1.3725490196078431,1.073345259391771,0.5,0.3333333333333333,7,6
5,1.5686274509803921,1.2522361359570662,0.25,0.14285714285714285,8,7
6,1.7647058823529411,1.4311270125223614,0.2,0.125,9,8
7,2.3529411764705883,1.9677996422182469,0.42857142857142855,0.2727272727272727,12,11
8,2.7450980392156863,2.3255813953488373,0.2857142857142857,0.15384615384615385,14,13
9,3.1372549019607843,2.6833631484794274,0.2222222222222222,0.13333333333333333,16,15
10,3.5294117647058822,3.041144901610018,0.2222222222222222,0.11764705882352941,18,17
11,4.117647058823529,3.5778175313059033,0.25,0.15789473684210525,21,20
12,4.705882352941177,4.114490161001789,0.25,0.15,24,23
13,5.098039215686274,4.47227191413238,0.15384615384615385,0.1,26,25
14,5.686274509803922,5.008944543828265,0.21428571428571427,0.15,29,28
15,6.078431372549019,5.366726296958855,0.13333333333333333,0.1,31,30
16,6.470588235294119,5.724508050089446,0.15384615384615385,0.1,33,32
17,6.862745098039216,6.082289803220036,0.14285714285714285,0.1,35,34
18,7.254901960784315,6.440071556350627,0.14285714285714285,0.1,37,36
19,7.450980392156863,6.618962432915922,0.07142857142857142,0.05,38,37
20,7.647058823529412,6.797853309481217,0.07142857142857142,0.05,39,38
21,8.03921568627451,7.155635062611807,0.13333333333333333,0.1,41,40
22,8.627450980392156,7.6923076923076925,0.2,0.15,44,43
23,9.019607843137255,8.050089445438283,0.14285714285714285,0.1,46,45
24,9.607843137254903,8.586762075134168,0.2,0.15,49,48
25,10.0,8.94454382826476,0.11764705882352941,0.1,51,50
26,10.392156862745098,9.30232558139535,0.16666666666666666,0.1,53,52
27,10.784313725490197,9.66010733452594,0.125,0.1,55,54
28,11.372549019607844,10.196779964221825,0.2,0.15,58,57
29,11.568627450980392,10.37567084078712,0.07142857142857142,0.05,59,58
30,11.96078431372549,10.73345259391771,0.13333333333333333,0.1,61,60
31,12.352941176470589,11.091234347048301,0.125,0.1,63,62
32,12.745098039215685,11.449016100178891,0.125,0.1,65,64
33,12.941176470588237,11.627906976744185,0.058823529411764705,0.05,66,65
34,13.137254901960786,11.806797853309481,0.06666666666666667,0.05,67,66
35,13.529411764705882,12.164579606440071,0.125,0.1,69,68
36,13.92156862745098,12.522361359570661,0.125,0.1,71,70
37,14.117647058823529,12.880143112701253,0.05555555555555555,0.1,72,72
38,14.117647058823529,12.880143112701253,0.0,0.0,72,72
39,14.313725490196077,13.059033989266547,0.05263157894736842,0.05,73,73
40,14.50980392156863,13.237924865831843,0.07142857142857142,0.05,74,74
41,14.901960784313726,13.595706618962433,0.11764705882352941,0.1,76,76
42,15.490196078431373,14.132379248658319,0.1875,0.15,79,79
43,16.07843137254902,14.669051878354203,0.17647058823529413,0.15,82,82
44,16.470588235294116,15.026833631484795,0.11764705882352941,0.1,84,84
45,16.862745098039216,15.384615384615385,0.10526315789473684,0.1,86,86
46,17.45098039215686,15.92128801431127,0.1875,0.15,89,89
47,18.03921568627451,16.457960644007155,0.15789473684210525,0.15,92,92
48,18.627450980392158,16.99463327370304,0.16666666666666666,0.15,95,95
49,18.627450980392158,16.99463327370304,0.0,0.0,95,95
50,18.823529411764707,17.173524150268335,0.05555555555555555,0.05,96,96
51,19.215686274509807,17.531305903398927,0.11764705882352941,0.1,98,98
52,19.607843137254903,17.88908765652952,0.1,0.1,100,100
53,20.0,18.425760286225405,0.10526315789473684,0.15,102,103
54,20.19607843137255,18.6046511627907,0.058823529411764705,0.05,103,104
55,20.392156862745097,18.783542039355993,0.058823529411764705,0.05,104,105
56,20.588235294117645,18.962432915921287,0.05263157894736842,0.05,105,106
57,20.784313725490197,19.141323792486585,0.05555555555555555,0.05,106,107
58,20.980392156862745,19.32021466905188,0.05263157894736842,0.05,107,108
59,21.372549019607842,19.67799642218247,0.11764705882352941,0.1,109,110
60,21.96078431372549,20.214669051878353,0.15,0.15,112,113
61,22.54901960784314,20.75134168157424,0.17647058823529413,0.15,115,116
62,23.137254901960784,21.288014311270125,0.15,0.15,118,119
63,23.52941176470588,21.645796064400717,0.1,0.1,120,121
64,23.92156862745098,22.003577817531305,0.11764705882352941,0.1,122,123
65,24.11764705882353,22.182468694096602,0.05263157894736842,0.05,123,124
66,24.509803921568626,22.54025044722719,0.1,0.1,125,126
67,24.705882352941178,22.898032200357783,0.05,0.1,126,128
68,25.098039215686274,23.25581395348837,0.1,0.1,128,130
69,25.294117647058822,23.43470483005367,0.05263157894736842,0.05,129,131
70,25.49019607843137,23.613595706618963,0.05,0.05,130,132
71,25.882352941176475,23.97137745974955,0.11764705882352941,0.1,132,134
72,26.27450980392157,24.329159212880143,0.1,0.1,134,136
73,26.27450980392157,24.329159212880143,0.0,0.0,134,136
74,26.666666666666668,24.686940966010734,0.1111111111111111,0.1,136,138
75,26.862745098039216,24.86583184257603,0.05263157894736842,0.05,137,139
76,27.254901960784313,25.223613595706617,0.1,0.1,139,141
77,27.647058823529413,25.581395348837212,0.1,0.1,141,143
78,27.84313725490196,25.760286225402506,0.05,0.05263157894736842,142,144
79,28.235294117647058,26.118067978533094,0.1,0.1,144,146
80,28.627450980392155,26.475849731663686,0.1111111111111111,0.1,146,148
