turn,pct_explored,novelty_score
0,1.0309278350515463,1.0
1,4.123711340206185,1.0
2,4.123711340206185,0.0
3,5.154639175257731,0.2
4,6.185567010309279,0.2
5,9.278350515463918,0.42857142857142855
6,12.371134020618557,0.375
7,15.463917525773196,0.375
8,18.556701030927837,0.3333333333333333
9,20.618556701030926,0.2
10,23.711340206185564,0.3333333333333333
11,24.742268041237114,0.1111111111111111
12,26.804123711340207,0.25
13,28.865979381443296,0.2222222222222222
14,29.896907216494846,0.1
15,30.927835051546392,0.1111111111111111
16,30.927835051546392,0.0
17,30.927835051546392,0.0
18,30.927835051546392,0.0
19,31.958762886597935,0.1
20,32.98969072164948,0.125
21,34.02061855670103,0.1
22,36.08247422680412,0.2
23,37.11340206185567,0.1
24,38.144329896907216,0.1111111111111111
25,40.20618556701031,0.2
26,42.2680412371134,0.2222222222222222
27,44.329896907216494,0.2
28,44.329896907216494,0.0
29,45.36082474226804,0.1
30,47.42268041237113,0.25
31,49.48453608247423,0.2
32,52.57731958762887,0.3
33,53.608247422680414,0.1
34,55.670103092783506,0.2
35,56.70103092783505,0.1111111111111111
36,57.73195876288659,0.1
37,57.73195876288659,0.0
38,58.76288659793815,0.1
39,59.79381443298969,0.1
40,60.824742268041234,0.1
41,61.855670103092784,0.1
42,61.855670103092784,0.0
43,61.855670103092784,0.0
44,61.855670103092784,0.0
45,61.855670103092784,0.0
46,61.855670103092784,0.0
47,63.91752577319587,0.2
48,65.97938144329896,0.2222222222222222
49,68.04123711340206,0.2
50,69.0721649484536,0.1
51,71.1340206185567,0.2
52,72.16494845360825,0.1111111111111111
53,73.19587628865979,0.1111111111111111
54,74.22680412371135,0.1
55,74.22680412371135,0.0
56,74.22680412371135,0.0
57,74.22680412371135,0.0
58,75.25773195876289,0.1
59,76.28865979381443,0.1
60,77.31958762886599,0.1
61,78.35051546391753,0.1
62,80.41237113402062,0.2222222222222222
63,82.4742268041237,0.2
64,83.50515463917526,0.1111111111111111
65,84.5360824742268,0.1
66,84.5360824742268,0.0
67,85.56701030927834,0.1
68,85.56701030927834,0.0
69,85.56701030927834,0.0
70,85.56701030927834,0.0
71,87.62886597938144,0.2
72,88.65979381443299,0.1111111111111111
73,88.65979381443299,0.0
74,89.69072164948454,0.1111111111111111
75,90.72164948453609,0.1
76,91.75257731958763,0.1
77,92.78350515463917,0.1
78,92.78350515463917,0.0
79,93.81443298969072,0.1
80,94.84536082474226,0.1
81,95.87628865979381,0.1111111111111111
82,96.90721649484536,0.1
83,97.9381443298969,0.1
84,97.9381443298969,0.0
85,98.96907216494846,0.1
86,100.0,0.1
87,100.0,0.0
88,100.0,0.0
89,100.0,0.0
90,100.0,0.0
91,100.0,0.0
92,100.0,0.0
93,100.0,0.0
94,100.0,0.0
95,100.0,0.0
96,100.0,0.0
97,100.0,0.0
98,100.0,0.0
99,100.0,0.0
