turn,pct_explored,pct_nodes_explored,pct_links_explored,node_novelty_score,link_novelty_score
0,,1.0309278350515463,0.8403361344537815,1.0,1.0
1,,3.0927835051546393,1.680672268907563,1.0,0.5
2,,5.154639175257731,3.361344537815126,0.6666666666666666,0.5
3,,7.216494845360824,5.042016806722689,0.5,0.4
4,,10.309278350515463,7.563025210084033,0.5,0.42857142857142855
5,,13.402061855670103,10.084033613445378,0.5,0.3333333333333333
6,,16.49484536082474,13.445378151260504,0.375,0.4
7,,17.525773195876287,14.285714285714285,0.14285714285714285,0.1
8,,17.525773195876287,15.126050420168067,0.0,0.1111111111111111
9,,18.556701030927837,15.966386554621847,0.1111111111111111,0.1111111111111111
10,,19.587628865979383,16.80672268907563,0.1111111111111111,0.1
11,,20.618556701030926,17.647058823529413,0.14285714285714285,0.1
12,,21.649484536082475,18.487394957983195,0.1111111111111111,0.1111111111111111
13,,22.68041237113402,19.327731092436977,0.1111111111111111,0.1111111111111111
14,,23.711340206185564,20.168067226890756,0.1,0.1
15,,23.711340206185564,20.168067226890756,0.0,0.0
16,,23.711340206185564,20.168067226890756,0.0,0.0
17,,24.742268041237114,21.008403361344538,0.1111111111111111,0.125
18,,26.804123711340207,22.689075630252102,0.2222222222222222,0.2222222222222222
19,,28.865979381443296,24.369747899159663,0.2,0.2
20,,30.927835051546392,26.05042016806723,0.2222222222222222,0.2
21,,31.958762886597935,27.73109243697479,0.1111111111111111,0.2222222222222222
22,,32.98969072164948,28.57142857142857,0.1,0.1
23,,34.02061855670103,29.411764705882355,0.1111111111111111,0.1
24,,35.051546391752574,30.252100840336134,0.1,0.1111111111111111
25,,36.08247422680412,31.932773109243694,0.1,0.2
26,,38.144329896907216,33.61344537815126,0.2,0.2
27,,40.20618556701031,35.294117647058826,0.2222222222222222,0.2222222222222222
28,,42.2680412371134,36.97478991596639,0.2,0.2
29,,43.29896907216495,38.655462184873954,0.1111111111111111,0.25
30,,43.29896907216495,38.655462184873954,0.0,0.0
31,,44.329896907216494,39.49579831932773,0.1,0.1
32,,44.329896907216494,41.17647058823529,0.0,0.2
33,,44.329896907216494,41.17647058823529,0.0,0.0
34,,45.36082474226804,42.016806722689076,0.1,0.1111111111111111
35,,46.391752577319586,42.857142857142854,0.1,0.1
36,,47.42268041237113,43.69747899159664,0.1,0.1
37,,48.45360824742268,44.537815126050425,0.1,0.1
38,,49.48453608247423,45.378151260504204,0.1111111111111111,0.1111111111111111
39,,49.48453608247423,46.21848739495798,0.0,0.125
40,,49.48453608247423,46.21848739495798,0.0,0.0
41,,50.51546391752577,47.05882352941176,0.1,0.1
42,,51.546391752577314,47.89915966386555,0.1111111111111111,0.1
43,,52.57731958762887,48.739495798319325,0.1,0.1111111111111111
44,,54.63917525773196,50.42016806722689,0.2,0.2
45,,55.670103092783506,52.10084033613446,0.1111111111111111,0.2
46,,56.70103092783505,52.94117647058824,0.1,0.1111111111111111
47,,57.73195876288659,53.78151260504202,0.1,0.1
48,,59.79381443298969,55.46218487394958,0.2222222222222222,0.2222222222222222
49,,60.824742268041234,57.98319327731093,0.1111111111111111,0.3
50,,61.855670103092784,58.82352941176471,0.1,0.1
51,,62.88659793814433,59.66386554621849,0.125,0.1111111111111111
52,,64.94845360824742,61.34453781512605,0.2,0.2
53,,67.0103092783505,63.86554621848739,0.2222222222222222,0.3
54,,68.04123711340206,64.70588235294117,0.1,0.1
55,,69.0721649484536,65.54621848739495,0.1,0.1111111111111111
56,,70.10309278350515,66.38655462184873,0.1,0.1
57,,71.1340206185567,68.0672268907563,0.1,0.2
58,,72.16494845360825,68.90756302521008,0.1111111111111111,0.1
59,,72.16494845360825,68.90756302521008,0.0,0.0
60,,73.19587628865979,69.74789915966386,0.1111111111111111,0.1
61,,74.22680412371135,70.58823529411765,0.1,0.1
62,,76.28865979381443,72.26890756302521,0.2,0.2
63,,77.31958762886599,73.94957983193278,0.1,0.2
64,,77.31958762886599,73.94957983193278,0.0,0.0
65,,78.35051546391753,74.78991596638656,0.1,0.1111111111111111
66,,79.38144329896907,75.63025210084034,0.1,0.1
67,,80.41237113402062,76.47058823529412,0.1,0.1
68,,81.44329896907216,77.31092436974791,0.1,0.1111111111111111
69,,82.4742268041237,78.15126050420169,0.1111111111111111,0.1
70,,82.4742268041237,78.15126050420169,0.0,0.0
71,,83.50515463917526,78.99159663865547,0.125,0.1
72,,85.56701030927834,80.67226890756302,0.2,0.2
73,,86.5979381443299,81.5126050420168,0.1,0.1
74,,87.62886597938144,82.35294117647058,0.1,0.1
75,,88.65979381443299,84.03361344537815,0.1,0.2
76,,88.65979381443299,84.87394957983193,0.0,0.1111111111111111
77,,88.65979381443299,84.87394957983193,0.0,0.0
78,,88.65979381443299,85.71428571428571,0.0,0.1
79,,88.65979381443299,85.71428571428571,0.0,0.0
80,,88.65979381443299,86.5546218487395,0.0,0.1111111111111111
81,,88.65979381443299,86.5546218487395,0.0,0.0
82,,88.65979381443299,86.5546218487395,0.0,0.0
83,,88.65979381443299,87.39495798319328,0.0,0.1
84,,88.65979381443299,87.39495798319328,0.0,0.0
85,,88.65979381443299,88.23529411764706,0.0,0.1
86,,88.65979381443299,88.23529411764706,0.0,0.0
87,,89.69072164948454,89.07563025210085,0.1,0.1111111111111111
88,,90.72164948453609,89.91596638655463,0.1,0.1
89,,90.72164948453609,89.91596638655463,0.0,0.0
90,,90.72164948453609,89.91596638655463,0.0,0.0
91,,90.72164948453609,89.91596638655463,0.0,0.0
92,,90.72164948453609,89.91596638655463,0.0,0.0
93,,90.72164948453609,89.91596638655463,0.0,0.0
94,,90.72164948453609,89.91596638655463,0.0,0.0
95,,90.72164948453609,89.91596638655463,0.0,0.0
96,,90.72164948453609,89.91596638655463,0.0,0.0
97,,91.75257731958763,90.75630252100841,0.1,0.1
98,,92.78350515463917,91.59663865546219,0.1111111111111111,0.1
99,,93.81443298969072,92.43697478991596,0.1,0.1
