turn,pct_explored,novelty_score
0,1.0309278350515463,1.0
1,5.154639175257731,1.0
2,9.278350515463918,0.8
3,13.402061855670103,0.5
4,18.556701030927837,0.5
5,23.711340206185564,0.5
6,25.773195876288657,0.2222222222222222
7,26.804123711340207,0.1111111111111111
8,28.865979381443296,0.2
9,32.98969072164948,0.4444444444444444
10,37.11340206185567,0.4
11,39.175257731958766,0.2
12,41.23711340206185,0.2
13,43.29896907216495,0.2222222222222222
14,45.36082474226804,0.2
15,47.42268041237113,0.2222222222222222
16,49.48453608247423,0.2222222222222222
17,51.546391752577314,0.2222222222222222
18,52.57731958762887,0.1111111111111111
19,54.63917525773196,0.2222222222222222
20,56.70103092783505,0.2
21,56.70103092783505,0.0
22,56.70103092783505,0.0
23,57.73195876288659,0.1111111111111111
24,60.824742268041234,0.3333333333333333
25,63.91752577319587,0.3333333333333333
26,65.97938144329896,0.2
27,68.04123711340206,0.2
28,71.1340206185567,0.3
29,72.16494845360825,0.1
30,74.22680412371135,0.2
31,75.25773195876289,0.1
32,77.31958762886599,0.2
33,79.38144329896907,0.2
34,80.41237113402062,0.1
35,81.44329896907216,0.1
36,82.4742268041237,0.1111111111111111
37,83.50515463917526,0.1
38,84.5360824742268,0.1
39,85.56701030927834,0.1
40,85.56701030927834,0.0
41,85.56701030927834,0.0
42,85.56701030927834,0.0
43,85.56701030927834,0.0
44,85.56701030927834,0.0
45,85.56701030927834,0.0
46,85.56701030927834,0.0
47,85.56701030927834,0.0
48,85.56701030927834,0.0
49,85.56701030927834,0.0
50,85.56701030927834,0.0
51,85.56701030927834,0.0
52,85.56701030927834,0.0
53,85.56701030927834,0.0
54,85.56701030927834,0.0
55,85.56701030927834,0.0
56,85.56701030927834,0.0
57,85.56701030927834,0.0
58,85.56701030927834,0.0
59,85.56701030927834,0.0
60,85.56701030927834,0.0
61,85.56701030927834,0.0
62,85.56701030927834,0.0
63,85.56701030927834,0.0
64,85.56701030927834,0.0
65,85.56701030927834,0.0
66,85.56701030927834,0.0
67,85.56701030927834,0.0
68,85.56701030927834,0.0
69,85.56701030927834,0.0
70,85.56701030927834,0.0
71,85.56701030927834,0.0
72,85.56701030927834,0.0
73,85.56701030927834,0.0
74,85.56701030927834,0.0
75,86.5979381443299,0.1
76,87.62886597938144,0.1
77,88.65979381443299,0.1
78,89.69072164948454,0.1
79,90.72164948453609,0.1
80,91.75257731958763,0.125
81,91.75257731958763,0.0
82,91.75257731958763,0.0
83,91.75257731958763,0.0
84,93.81443298969072,0.2
85,93.81443298969072,0.0
86,93.81443298969072,0.0
87,93.81443298969072,0.0
88,93.81443298969072,0.0
89,94.84536082474226,0.1111111111111111
90,95.87628865979381,0.1
91,96.90721649484536,0.1
92,97.9381443298969,0.1
93,97.9381443298969,0.0
94,97.9381443298969,0.0
95,97.9381443298969,0.0
96,97.9381443298969,0.0
97,97.9381443298969,0.0
98,97.9381443298969,0.0
99,97.9381443298969,0.0
