turn,pct_explored
0,1.0309278350515463
1,3.0927835051546393
2,5.154639175257731
3,8.24742268041237
4,12.371134020618557
5,15.463917525773196
6,20.618556701030926
7,25.773195876288657
8,28.865979381443296
9,31.958762886597935
10,34.02061855670103
11,35.051546391752574
12,35.051546391752574
13,36.08247422680412
14,38.144329896907216
15,41.23711340206185
16,43.29896907216495
17,45.36082474226804
18,46.391752577319586
19,47.42268041237113
20,48.45360824742268
21,48.45360824742268
22,50.51546391752577
23,53.608247422680414
24,55.670103092783506
25,56.70103092783505
26,58.76288659793815
27,61.855670103092784
28,64.94845360824742
29,68.04123711340206
30,69.0721649484536
31,71.1340206185567
32,73.19587628865979
33,76.28865979381443
34,77.31958762886599
35,78.35051546391753
36,78.35051546391753
37,78.35051546391753
38,79.38144329896907
39,81.44329896907216
40,83.50515463917526
41,84.5360824742268
42,85.56701030927834
43,86.5979381443299
44,88.65979381443299
45,90.72164948453609
46,90.72164948453609
47,91.75257731958763
48,92.78350515463917
49,94.84536082474226
50,95.87628865979381
51,96.90721649484536
52,96.90721649484536
53,97.9381443298969
54,98.96907216494846
55,98.96907216494846
56,98.96907216494846
57,98.96907216494846
58,98.96907216494846
59,98.96907216494846
60,98.96907216494846
61,98.96907216494846
62,98.96907216494846
63,98.96907216494846
64,98.96907216494846
65,98.96907216494846
66,98.96907216494846
67,98.96907216494846
68,98.96907216494846
69,98.96907216494846
70,98.96907216494846
71,98.96907216494846
72,98.96907216494846
73,98.96907216494846
74,98.96907216494846
75,98.96907216494846
76,98.96907216494846
77,98.96907216494846
78,98.96907216494846
79,100.0
80,100.0
81,100.0
82,100.0
83,100.0
84,100.0
85,100.0
86,100.0
87,100.0
88,100.0
89,100.0
90,100.0
91,100.0
92,100.0
93,100.0
94,100.0
95,100.0
96,100.0
97,100.0
98,100.0
99,100.0
